,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1621326,21-06-2017 08:36,21-06-2017 08:44,489.066,14th & Belmont St NW,15th & K St NW,Subscriber
482740,11-03-2017 10:40,11-03-2017 10:46,402.549,Yuma St & Tenley Circle NW,Connecticut Ave & Yuma St NW,Subscriber
1330037,30-05-2017 01:02,30-05-2017 01:13,637.251,17th St & Massachusetts Ave NW,5th & K St NW,Subscriber
665458,02-04-2017 07:48,02-04-2017 08:19,1827.341,Constitution Ave & 2nd St NW/DOL,M St & Pennsylvania Ave NW,Customer
1481135,10-06-2017 08:36,10-06-2017 09:02,1549.427,Henry Bacon Dr & Lincoln Memorial Circle NW,Maine Ave & 7th St SW,Subscriber
1148202,14-05-2017 07:18,14-05-2017 07:24,398,1st & K St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1594275,19-06-2017 08:41,19-06-2017 09:00,1105.429,Park Rd & Holmead Pl NW,8th & H St NW,Subscriber
1601832,20-06-2017 05:54,20-06-2017 06:05,636.218,1st & D St SE,Potomac & Pennsylvania Ave SE,Subscriber
574182,24-03-2017 20:37,24-03-2017 20:42,328.53,18th & R St NW,15th & P St NW,Subscriber
327058,20-02-2017 21:12,20-02-2017 21:31,1188.09,17th & Corcoran St NW,Lynn & 19th St North,Subscriber
854729,17-04-2017 02:50,17-04-2017 03:05,866.689,37th & O St NW / Georgetown University,37th & O St NW / Georgetown University,Customer
721887,08-04-2017 01:12,08-04-2017 01:52,2385.411,10th & G St NW,5th St & Massachusetts Ave NW,Customer
143181,26-01-2017 20:01,26-01-2017 20:17,951.457,10th St & L'Enfant Plaza SW,1st & Rhode Island Ave NW,Subscriber
26953,06-01-2017 17:36,06-01-2017 17:43,448.628,North Capitol St & F St NW,1st & M St NE,Subscriber
1308542,28-05-2017 03:50,28-05-2017 04:24,2039.472,Henry Bacon Dr & Lincoln Memorial Circle NW,Lincoln Memorial,Customer
1592744,19-06-2017 07:46,19-06-2017 07:55,505.482,Metro Center / 12th & G St NW,North Capitol St & G Pl NE,Subscriber
1139713,13-05-2017 11:29,13-05-2017 11:55,1591.326,16th & Harvard St NW,New York Ave & 15th St NW,Customer
1478516,10-06-2017 06:04,10-06-2017 06:32,1672.075,17th St & Massachusetts Ave NW,15th & East Capitol St NE,Subscriber
679837,03-04-2017 10:22,03-04-2017 10:26,231.952,20th & Crystal Dr,6th & S Ball St,Subscriber
1392498,03-06-2017 11:42,03-06-2017 12:21,2291.454,22nd & I St NW / Foggy Bottom,Lamont & Mt Pleasant NW,Customer
746605,09-04-2017 11:05,09-04-2017 11:26,1261.363,Henry Bacon Dr & Lincoln Memorial Circle NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
868881,18-04-2017 05:42,18-04-2017 06:31,2964.818,Anacostia Metro,Congress Heights Metro,Subscriber
1161275,15-05-2017 07:35,15-05-2017 07:49,825.59,3rd & H St NE,Oklahoma Ave & D St NE,Subscriber
305000,19-02-2017 00:43,19-02-2017 00:46,226.006,18th St & Wyoming Ave NW,Calvert St & Woodley Pl NW,Subscriber
1174029,16-05-2017 07:34,16-05-2017 07:50,920.84,Florida Ave & R St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
1157984,15-05-2017 05:39,15-05-2017 06:02,1371.512,Lincoln Memorial,Arlington Blvd & Fillmore St,Subscriber
694527,05-04-2017 01:36,05-04-2017 01:40,254.076,13th St & New York Ave NW,11th & M St NW,Subscriber
228536,08-02-2017 09:17,08-02-2017 09:31,834.78,39th & Calvert St NW / Stoddert,Massachusetts Ave & Dupont Circle NW,Subscriber
669432,02-04-2017 12:11,02-04-2017 02:15,7427.749,2nd St & Massachusetts Ave NE,2nd St & Massachusetts Ave NE,Customer
1036255,02-05-2017 11:49,02-05-2017 12:09,1165.698,10th & K St NW,Georgetown Harbor / 30th St NW,Subscriber
300879,18-02-2017 15:55,18-02-2017 16:22,1608.894,Madison & Fairfax St,12th & Army Navy Dr,Customer
1999,01-01-2017 14:40,01-01-2017 14:44,252.871,21st & M St NW,18th & R St NW,Subscriber
1737550,29-06-2017 12:45,29-06-2017 01:39,3238.239,4th St & Madison Dr NW,4th St & Madison Dr NW,Customer
941125,25-04-2017 07:43,25-04-2017 08:02,1122.602,17th St & Massachusetts Ave NW,3rd St & Pennsylvania Ave SE,Subscriber
964985,27-04-2017 08:01,27-04-2017 08:15,782.782,4th St & Madison Dr NW,18th St & Pennsylvania Ave NW,Subscriber
34042,09-01-2017 12:29,09-01-2017 12:48,1138.896,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,Shirlington Transit Center / S Quincy & Randolph St,Subscriber
131497,25-01-2017 15:57,25-01-2017 18:10,7954.191,17th & K St NW,Carlin Springs Rd & N Thomas St,Customer
398759,28-02-2017 15:53,28-02-2017 16:08,888.153,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Columbus Circle / Union Station,Subscriber
582231,25-03-2017 14:16,25-03-2017 14:35,1127.911,18th & R St NW,8th & D St NW,Subscriber
1357016,01-06-2017 05:49,01-06-2017 05:59,593.622,14th & Belmont St NW,7th & R St NW / Shaw Library,Subscriber
1679342,25-06-2017 12:57,25-06-2017 02:10,4355.38,14th & D St NW / Ronald Reagan Building,14th & D St NW / Ronald Reagan Building,Customer
403923,01-03-2017 10:13,01-03-2017 10:17,270.335,Veterans Pl & Pershing Dr ,Ripley & Bonifant St,Subscriber
847389,16-04-2017 06:55,16-04-2017 06:57,118.354,New Hampshire Ave & 24th St NW,24th & N St NW,Subscriber
1126235,12-05-2017 02:15,12-05-2017 02:33,1042.119,22nd & P ST NW,10th & K St NW,Customer
1416879,05-06-2017 11:32,05-06-2017 11:38,356.295,3rd & Elm St NW,7th & R St NW / Shaw Library,Subscriber
637581,30-03-2017 15:23,30-03-2017 15:34,663.594,20th & E St NW,14th & D St NW / Ronald Reagan Building,Subscriber
874774,18-04-2017 08:43,18-04-2017 08:46,185.352,Eastern Market / 7th & North Carolina Ave SE,1st & D St SE,Subscriber
1104030,09-05-2017 08:10,09-05-2017 08:24,833.419,Columbus Circle / Union Station,Jefferson Dr & 14th St SW,Subscriber
368705,24-02-2017 19:02,24-02-2017 19:09,447.748,21st & M St NW,C & O Canal & Wisconsin Ave NW,Subscriber
1355059,01-06-2017 04:41,01-06-2017 04:54,794.122,14th & V St NW,1st & Washington Hospital Center NW,Subscriber
230028,08-02-2017 13:11,08-02-2017 13:15,238.658,17th & G St NW,20th St & Virginia Ave NW,Subscriber
305817,19-02-2017 10:01,19-02-2017 10:10,587.051,11th & O St NW,Metro Center / 12th & G St NW,Subscriber
317145,19-02-2017 22:54,19-02-2017 23:40,2728.726,19th St & Constitution Ave NW,21st St & Constitution Ave NW,Customer
795979,13-04-2017 04:52,13-04-2017 05:14,1302.578,15th & L St NW,Connecticut Ave & Newark St NW / Cleveland Park,Subscriber
890782,20-04-2017 02:30,20-04-2017 03:04,2060.018,21st St & Constitution Ave NW,Jefferson Memorial,Customer
1521583,13-06-2017 09:20,13-06-2017 09:25,326.177,Madison & N Henry St,Saint Asaph & Madison St,Subscriber
1534265,14-06-2017 09:00,14-06-2017 09:03,219.023,Adams Mill & Columbia Rd NW,15th & Euclid St  NW,Subscriber
1512084,13-06-2017 02:06,13-06-2017 02:15,550.647,Connecticut Ave & R St NW,Adams Mill & Columbia Rd NW,Subscriber
49136,11-01-2017 20:00,11-01-2017 20:03,127.729,Central Library / N Quincy St & 10th St N,Wilson Blvd & N Quincy St,Subscriber
417977,02-03-2017 21:51,02-03-2017 22:00,543.56,8th & H St NW,14th & R St NW,Subscriber
1503283,12-06-2017 05:53,12-06-2017 05:59,369.58,Wilson Blvd & N Uhle St,21st St N & N Pierce St,Subscriber
440191,06-03-2017 16:56,06-03-2017 16:59,216.303,39th & Veazey St NW,Van Ness Metro / UDC,Subscriber
142964,26-01-2017 19:28,26-01-2017 19:32,268.783,11th & M St NW,7th & F St NW/Portrait Gallery,Subscriber
460995,08-03-2017 18:29,08-03-2017 18:39,568.243,1st & H St NW,13th & H St NE,Subscriber
1077673,07-05-2017 03:55,07-05-2017 04:14,1182.397,4th St & Madison Dr NW,New York Ave & 15th St NW,Customer
747817,09-04-2017 12:04,09-04-2017 02:26,8525.019,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Lincoln Memorial,Customer
1084077,07-05-2017 12:35,07-05-2017 01:20,2686.536,15th & W St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
1727292,29-06-2017 05:24,29-06-2017 05:51,1590.865,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
568889,24-03-2017 13:27,24-03-2017 13:29,112.686,16th & K St NW,17th & K St NW,Subscriber
52359,12-01-2017 10:36,12-01-2017 10:46,561.007,19th & K St NW,Metro Center / 12th & G St NW,Subscriber
948220,26-04-2017 05:46,26-04-2017 06:08,1332.851,14th & Rhode Island Ave NW,5th & F St NW,Subscriber
590016,25-03-2017 20:42,25-03-2017 21:18,2171.291,Smithsonian-National Mall / Jefferson Dr & 12th St SW,3rd & D St SE,Customer
290641,17-02-2017 15:10,17-02-2017 15:15,324.328,1st & N St  SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
455744,08-03-2017 11:50,08-03-2017 11:56,381.596,7th & T St NW,8th & H St NW,Subscriber
1223270,20-05-2017 04:43,20-05-2017 05:05,1311.574,15th & W St NW,1st & O St NW,Subscriber
574407,24-03-2017 21:21,24-03-2017 21:39,1026.575,15th & East Capitol St NE,5th & F St NW,Subscriber
241950,10-02-2017 07:03,10-02-2017 07:09,343.03,Adams Mill & Columbia Rd NW,14th & Irving St NW,Subscriber
1466776,09-06-2017 07:54,09-06-2017 08:06,669.147,22nd St & Constitution Ave NW,18th & M St NW,Customer
873671,18-04-2017 08:08,18-04-2017 08:35,1619.422,Lee Hwy & N Scott St,15th & Crystal Dr,Subscriber
207988,06-02-2017 07:21,06-02-2017 07:29,477.67,Columbia Rd & Georgia Ave NW,Park Rd & Holmead Pl NW,Subscriber
241670,09-02-2017 23:07,09-02-2017 23:13,343.523,Barcroft Community Center,George Mason Dr & Wilson Blvd,Subscriber
1197538,18-05-2017 06:19,18-05-2017 06:29,597.42,17th St & Massachusetts Ave NW,Adams Mill & Columbia Rd NW,Subscriber
1527613,14-06-2017 05:35,14-06-2017 05:41,338.574,31st & Water St NW,New Hampshire Ave & 24th St NW,Subscriber
848005,16-04-2017 07:39,16-04-2017 07:51,696.4,10th & G St NW,Thomas Circle,Customer
441535,06-03-2017 18:04,06-03-2017 18:23,1170.388,Eckington Pl & Q St NE,8th & Eye St SE / Barracks Row,Subscriber
1394343,04-06-2017 01:08,04-06-2017 01:12,249.727,15th & L St NW,15th & P St NW,Subscriber
438083,06-03-2017 11:59,06-03-2017 12:03,199.431,14th & Rhode Island Ave NW,17th & Rhode Island Ave NW,Subscriber
1403802,04-06-2017 10:30,04-06-2017 10:43,786.43,2nd & G St NE,14th & R St NW,Subscriber
855439,17-04-2017 04:01,17-04-2017 04:05,258.932,3rd & H St NW,Columbus Circle / Union Station,Subscriber
1347499,31-05-2017 08:00,31-05-2017 08:12,726.087,Jefferson Dr & 14th St SW,Hains Point/Buckeye & Ohio Dr SW,Customer
947107,26-04-2017 05:07,26-04-2017 05:17,558.155,Potomac Ave & 8th St SE,15th & F St NE,Subscriber
662007,02-04-2017 04:41,02-04-2017 04:57,931.596,17th St & Independence Ave SW,21st & I St NW,Customer
1564349,17-06-2017 01:37,17-06-2017 02:37,3623.547,14th & G St NW,8th & D St NW,Customer
1566364,17-06-2017 03:25,17-06-2017 03:36,674.428,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Memorial,Customer
1020210,01-05-2017 08:14,01-05-2017 08:22,458.207,14th & Rhode Island Ave NW,18th & M St NW,Subscriber
1672492,25-06-2017 06:44,25-06-2017 07:04,1198.104,Eastern Market Metro / Pennsylvania Ave & 7th St SE,8th & D St NW,Subscriber
424926,03-03-2017 23:27,03-03-2017 23:32,318.422,Calvert St & Woodley Pl NW,16th & Harvard St NW,Subscriber
818493,14-04-2017 08:18,14-04-2017 09:09,3032.331,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
684191,04-04-2017 04:51,04-04-2017 05:04,748.496,Columbus Circle / Union Station,Bladensburg Rd & Benning Rd NE,Subscriber
595747,26-03-2017 16:12,26-03-2017 16:24,712.533,4th St & Madison Dr NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
942548,25-04-2017 08:44,25-04-2017 08:56,691.108,18th & M St NW,13th St & New York Ave NW,Subscriber
836810,15-04-2017 10:20,15-04-2017 10:29,557.841,11th & F St NW,10th & K St NW,Subscriber
443263,06-03-2017 20:42,06-03-2017 20:50,455.94,Convention Center / 7th & M St NW,15th & P St NW,Subscriber
8178,03-01-2017 18:12,03-01-2017 18:22,601.19,Wilson Blvd & N Edgewood St,Glebe Rd & 11th St N,Subscriber
1202791,18-05-2017 09:30,18-05-2017 09:33,180.677,11th & Kenyon St NW,10th & Florida Ave NW,Subscriber
198932,04-02-2017 13:09,04-02-2017 13:29,1158.081,Columbus Circle / Union Station,15th & K St NW,Subscriber
1262778,23-05-2017 12:24,23-05-2017 01:41,4612.78,Lincoln Memorial,8th & H St NW,Customer
70106,15-01-2017 12:27,15-01-2017 12:34,404.563,Pentagon City Metro / 12th & S Hayes St,23rd & Eads St,Subscriber
333308,21-02-2017 17:36,21-02-2017 17:49,787.23,23rd & E St NW ,19th & L St NW,Subscriber
184802,02-02-2017 08:37,02-02-2017 08:45,478.421,3rd & H St NW,14th St & New York Ave NW,Subscriber
1207200,19-05-2017 03:53,19-05-2017 04:53,3597.384,Columbus Circle / Union Station,11th & H St NE,Subscriber
447561,07-03-2017 12:30,07-03-2017 12:39,556.591,4th & M St SW,3rd & Tingey St SE,Subscriber
1279143,25-05-2017 07:57,25-05-2017 08:03,339.926,Takoma Metro,Maple & Ritchie Ave,Subscriber
1299938,27-05-2017 05:43,27-05-2017 06:01,1080.592,11th & Kenyon St NW,Kennedy Center,Subscriber
1055788,04-05-2017 06:57,04-05-2017 07:07,597.856,Columbus Circle / Union Station,USDA / 12th & Independence Ave SW,Subscriber
1340812,31-05-2017 01:56,31-05-2017 02:04,498.997,Lincoln Park / 13th & East Capitol St NE ,2nd St & Massachusetts Ave NE,Subscriber
356865,23-02-2017 21:07,23-02-2017 21:15,491.636,Lincoln Memorial,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
1579909,18-06-2017 04:13,18-06-2017 04:58,2728.092,Smithsonian-National Mall / Jefferson Dr & 12th St SW,19th St & Constitution Ave NW,Customer
1718945,28-06-2017 08:25,28-06-2017 08:30,310.442,14th & Irving St NW,15th & W St NW,Subscriber
14506,04-01-2017 17:31,04-01-2017 17:38,446.008,Columbus Circle / Union Station,3rd St & Pennsylvania Ave SE,Subscriber
882360,19-04-2017 06:06,19-04-2017 06:08,94.372,25th St & Pennsylvania Ave NW,M St & Pennsylvania Ave NW,Customer
594237,26-03-2017 13:38,26-03-2017 13:47,547.109,3rd & H St NE,3rd & D St SE,Subscriber
1405546,04-06-2017 12:01,04-06-2017 12:22,1259.219,Maine Ave & 7th St SW,Jefferson Memorial,Customer
1008886,30-04-2017 10:04,30-04-2017 10:06,115.853,19th St & Constitution Ave NW,19th St & Constitution Ave NW,Customer
545280,21-03-2017 17:35,21-03-2017 17:51,932.75,N Lynn St & Fairfax Dr,Clarendon Metro / Wilson Blvd & N Highland St,Subscriber
593209,26-03-2017 12:02,26-03-2017 12:29,1634.762,24th & R St NE / National Arboretum,5th St & Massachusetts Ave NW,Subscriber
140818,26-01-2017 16:49,26-01-2017 17:06,1006.8,18th & C St NW,14th & Belmont St NW,Subscriber
37143,10-01-2017 07:16,10-01-2017 07:18,161.361,North Capitol St & F St NW,4th & D St NW / Judiciary Square,Subscriber
251530,11-02-2017 15:29,11-02-2017 15:56,1585.706,15th & Euclid St  NW,22nd & P ST NW,Customer
963773,27-04-2017 07:25,27-04-2017 07:34,497.762,3rd St & Pennsylvania Ave SE,6th & K St NE,Subscriber
1473734,10-06-2017 01:47,10-06-2017 02:00,788.425,4th & C St SW,Washington & Independence Ave SW/HHS,Customer
1012603,30-04-2017 12:57,30-04-2017 04:17,11981.728,Constitution Ave & 2nd St NW/DOL,Constitution Ave & 2nd St NW/DOL,Customer
1537504,15-06-2017 01:18,15-06-2017 01:41,1346.039,11th & Girard St NW,M St & New Jersey Ave SE,Customer
1602523,20-06-2017 06:15,20-06-2017 06:45,1798.586,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Georgetown Harbor / 30th St NW,Customer
1669822,25-06-2017 04:11,25-06-2017 09:11,17976.12,14th & Harvard St NW,14th St & Colorado Ave NW,Customer
937498,25-04-2017 04:50,25-04-2017 04:56,382.81,15th & K St NW,8th & O St NW,Subscriber
1460907,09-06-2017 04:06,09-06-2017 05:16,4227.417,12th & Newton St NE,M St & Delaware Ave NE,Subscriber
1456405,08-06-2017 10:25,08-06-2017 10:31,356.731,37th & O St NW / Georgetown University,34th St & Wisconsin Ave NW,Subscriber
574654,24-03-2017 22:19,24-03-2017 22:25,376.016,Braddock Rd Metro,Commonwealth Ave & Oak St,Subscriber
1550980,15-06-2017 12:40,15-06-2017 01:05,1491.158,California St & Florida Ave NW,15th & East Capitol St NE,Subscriber
613828,28-03-2017 15:58,28-03-2017 16:11,787.804,14th & Rhode Island Ave NW,10th & G St NW,Subscriber
765824,11-04-2017 04:26,11-04-2017 04:40,844.802,Georgetown Harbor / 30th St NW,Georgetown Harbor / 30th St NW,Customer
352807,23-02-2017 16:53,23-02-2017 16:58,321.746,Clarendon Metro / Wilson Blvd & N Highland St,Fairfax Dr & Kenmore St,Subscriber
1160346,15-05-2017 07:00,15-05-2017 07:29,1740.819,Connecticut Ave & Tilden St NW,5th & K St NW,Subscriber
80495,17-01-2017 09:48,17-01-2017 09:53,318.804,16th & Harvard St NW,20th St & Florida Ave NW,Subscriber
678855,03-04-2017 08:53,03-04-2017 09:06,758.752,Connecticut Ave & Yuma St NW,Ward Circle / American University,Subscriber
1227248,20-05-2017 08:38,20-05-2017 09:12,2033.989,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
846576,16-04-2017 06:01,16-04-2017 06:58,3396.155,Constitution Ave & 2nd St NW/DOL,Jefferson Memorial,Customer
82223,17-01-2017 17:54,17-01-2017 18:09,898.953,17th & K St NW / Farragut Square,14th & Irving St NW,Subscriber
599029,27-03-2017 08:25,27-03-2017 08:36,680.695,12th & U St NW,14th & G St NW,Subscriber
1451278,08-06-2017 07:17,08-06-2017 07:23,363.338,Jefferson Dr & 14th St SW,20th St & Virginia Ave NW,Subscriber
440973,06-03-2017 17:35,06-03-2017 17:54,1176.39,8th & H St NW,21st & M St NW,Customer
1228818,20-05-2017 10:10,20-05-2017 10:17,395.024,Pershing & N George Mason Dr,Virginia Square Metro / N Monroe St & 9th St N,Subscriber
895045,20-04-2017 06:10,20-04-2017 06:35,1477.836,24th & N St NW,16th & Harvard St NW,Customer
1516981,13-06-2017 06:49,13-06-2017 07:00,651.98,37th & O St NW / Georgetown University,Lynn & 19th St North,Subscriber
1203107,18-05-2017 09:52,18-05-2017 10:19,1601.136,Smithsonian-National Mall / Jefferson Dr & 12th St SW,4th & E St SW,Subscriber
649417,01-04-2017 03:47,01-04-2017 04:27,2412.689,4th St & Madison Dr NW,Lincoln Memorial,Customer
1215865,19-05-2017 09:50,19-05-2017 10:14,1423.507,N Lynn St & Fairfax Dr,23rd & E St NW ,Customer
1494363,11-06-2017 08:21,11-06-2017 08:28,464.525,Constitution Ave & 2nd St NW/DOL,Constitution Ave & 2nd St NW/DOL,Customer
1210885,19-05-2017 06:42,19-05-2017 06:52,595.328,5th St & Massachusetts Ave NW,10th St & Constitution Ave NW,Subscriber
809328,14-04-2017 02:15,14-04-2017 03:19,3893.653,4th St & Madison Dr NW,Constitution Ave & 2nd St NW/DOL,Customer
1610105,20-06-2017 11:04,20-06-2017 11:12,504.047,22nd & I St NW / Foggy Bottom,11th & M St NW,Subscriber
730405,08-04-2017 09:28,08-04-2017 09:44,960.296,14th & Rhode Island Ave NW,5th & K St NW,Subscriber
364761,24-02-2017 16:00,24-02-2017 16:23,1373.852,15th & K St NW,John McCormack Dr & Michigan Ave NE,Subscriber
130149,25-01-2017 12:32,25-01-2017 12:37,299.665,14th & Rhode Island Ave NW,15th & K St NW,Subscriber
1260201,23-05-2017 08:33,23-05-2017 08:49,968.094,Wilson Blvd & N Uhle St,34th & Water St NW,Subscriber
308627,19-02-2017 12:54,19-02-2017 14:23,5358.537,Jefferson Dr & 14th St SW,22nd St & Constitution Ave NW,Customer
1549593,15-06-2017 10:40,15-06-2017 10:46,385.289,8th & Eye St SE / Barracks Row,3rd St & Pennsylvania Ave SE,Subscriber
1716539,28-06-2017 07:20,28-06-2017 07:37,1026.409,Georgia Ave & Emerson St NW,7th & T St NW,Subscriber
1137696,13-05-2017 08:33,13-05-2017 08:41,448.092,8th & F St NW,8th & H St NW,Customer
1505085,12-06-2017 06:58,12-06-2017 07:09,669.072,4th & M St SW,North Capitol St & F St NW,Subscriber
728022,08-04-2017 06:17,08-04-2017 06:22,280.252,Jefferson Dr & 14th St SW,17th St & Independence Ave SW,Customer
25455,06-01-2017 13:17,06-01-2017 13:24,408.767,21st & I St NW,Georgetown Harbor / 30th St NW,Subscriber
1067125,05-05-2017 08:12,05-05-2017 08:19,413.183,15th & P St NW,New Hampshire Ave & T St NW,Customer
1410940,05-06-2017 06:16,05-06-2017 06:19,216.332,4th & M St SW,4th & E St SW,Subscriber
819255,14-04-2017 08:44,14-04-2017 08:51,402.162,10th & Florida Ave NW,Thomas Circle,Subscriber
886906,19-04-2017 08:57,19-04-2017 09:06,520.728,1st & O St NW,Thomas Circle,Subscriber
525817,19-03-2017 14:30,19-03-2017 14:51,1273.425,3rd St & Pennsylvania Ave SE,19th St & Pennsylvania Ave NW,Subscriber
1480522,10-06-2017 08:02,10-06-2017 08:18,957.578,M St & Pennsylvania Ave NW,15th & P St NW,Customer
974635,28-04-2017 05:24,28-04-2017 05:30,359.085,14th & Irving St NW,15th & W St NW,Subscriber
1124751,11-05-2017 09:05,11-05-2017 09:09,256.663,14th & Rhode Island Ave NW,14th St & New York Ave NW,Subscriber
1628376,22-06-2017 05:07,22-06-2017 05:19,753.497,18th St & Pennsylvania Ave NW,17th St & Massachusetts Ave NW,Subscriber
1349288,31-05-2017 08:53,31-05-2017 09:06,800.903,14th St & Colorado Ave NW,14th & Irving St NW,Subscriber
957778,27-04-2017 03:11,27-04-2017 03:15,192.649,Park Rd & Holmead Pl NW,14th St & Spring Rd NW,Subscriber
945670,26-04-2017 03:27,26-04-2017 03:32,289.75,George Mason Dr & Wilson Blvd,Ballston Metro / N Stuart & 9th St N,Subscriber
1026367,02-05-2017 04:53,02-05-2017 05:16,1337.253,North Capitol St & G Pl NE,John McCormack Dr & Michigan Ave NE,Subscriber
1082763,07-05-2017 11:10,07-05-2017 11:30,1164.403,M St & Delaware Ave NE,14th & D St NW / Ronald Reagan Building,Customer
979524,28-04-2017 08:22,28-04-2017 08:38,955.939,13th & D St NE,5th & F St NW,Subscriber
977066,28-04-2017 06:57,28-04-2017 07:05,476.673,17th & K St NW,19th & E Street NW,Subscriber
1333936,30-05-2017 05:49,30-05-2017 05:58,544.863,Fairfax Dr & Kenmore St,Washington Blvd & Walter Reed Dr ,Subscriber
1536884,14-06-2017 12:21,14-06-2017 12:33,754.198,34th St & Wisconsin Ave NW,C & O Canal & Wisconsin Ave NW,Subscriber
1371834,02-06-2017 06:16,02-06-2017 06:27,643.836,20th & O St NW / Dupont South,7th & T St NW,Subscriber
1646803,23-06-2017 08:26,23-06-2017 08:32,380.524,Harvard St & Adams Mill Rd NW,Adams Mill & Columbia Rd NW,Subscriber
1539389,15-06-2017 04:12,15-06-2017 05:03,3098.406,Lyttonsville Rd & Lyttonsville Pl,Lyttonsville Rd & Lyttonsville Pl,Subscriber
1110792,10-05-2017 04:35,10-05-2017 04:45,635.274,Potomac & Pennsylvania Ave SE,Pennsylvania & Minnesota Ave SE,Customer
458814,08-03-2017 16:51,08-03-2017 17:00,546.709,4th & E St SW,1st & K St SE,Subscriber
1686171,26-06-2017 06:47,26-06-2017 06:59,737.647,10th & Monroe St NE,M St & Delaware Ave NE,Subscriber
399963,28-02-2017 17:22,28-02-2017 17:29,400.696,Washington & Independence Ave SW/HHS,4th & D St NW / Judiciary Square,Subscriber
1239992,21-05-2017 09:18,21-05-2017 09:24,383.406,Maine Ave & 7th St SW,4th & E St SW,Subscriber
1184518,17-05-2017 06:13,17-05-2017 06:21,516.086,8th & H St NW,19th & G St NW,Subscriber
827853,15-04-2017 03:29,15-04-2017 03:44,906.67,4th & East Capitol St NE,Neal St & Trinidad Ave NE,Customer
276346,15-02-2017 12:55,15-02-2017 12:59,238.814,Towers Crescent Dr & Tysons One Pl,Tysons One Pl & Chain Bridge Rd,Subscriber
697686,05-04-2017 05:14,05-04-2017 05:26,671.293,17th & K St NW / Farragut Square,North Capitol St & F St NW,Subscriber
1621339,21-06-2017 08:36,21-06-2017 09:24,2828.269,21st St & Constitution Ave NW,New York Ave & 15th St NW,Customer
1691109,26-06-2017 09:30,26-06-2017 09:42,707.102,M St & Pennsylvania Ave NW,15th & K St NW,Customer
238432,09-02-2017 10:53,09-02-2017 11:04,652.06,Mount Vernon Ave & E Nelson Ave,King St Metro South,Subscriber
1323984,29-05-2017 07:01,29-05-2017 07:07,347.388,8th & Eye St SE / Barracks Row,Potomac & Pennsylvania Ave SE,Subscriber
908770,21-04-2017 07:04,21-04-2017 07:08,225.465,New Hampshire Ave & T St NW,14th & V St NW,Subscriber
790593,12-04-2017 10:10,12-04-2017 10:15,325.154,Massachusetts Ave & Dupont Circle NW,California St & Florida Ave NW,Subscriber
1090001,08-05-2017 06:41,08-05-2017 07:04,1377.291,17th St & Massachusetts Ave NW,Hamlin & 7th St NE,Subscriber
117386,23-01-2017 09:42,23-01-2017 10:03,1267.685,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,Subscriber
475714,10-03-2017 05:35,10-03-2017 05:44,563.081,Adams Mill & Columbia Rd NW,New Hampshire Ave & 24th St NW,Subscriber
1247623,22-05-2017 05:58,22-05-2017 06:04,348.81,North Capitol St & F St NW,8th & F St NW,Subscriber
554574,22-03-2017 17:35,22-03-2017 17:53,1121.47,16th & R St NW,M St & Delaware Ave NE,Subscriber
1661665,24-06-2017 09:53,24-06-2017 09:59,388.234,Temporary Rd & Old Reston Ave,Temporary Rd & Old Reston Ave,Subscriber
1120900,10-05-2017 11:40,10-05-2017 11:44,239.815,Potomac Ave & 8th St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
240221,09-02-2017 17:39,09-02-2017 17:48,558.718,Franklin & S Washington St,King St Metro North / Cameron St,Subscriber
943697,25-04-2017 10:05,25-04-2017 10:20,933.579,18th St & Pennsylvania Ave NW,16th & R St NW,Subscriber
1479464,10-06-2017 07:04,10-06-2017 07:38,2029.735,4th & M St SW,8th & F St NW,Customer
1234239,21-05-2017 02:39,21-05-2017 02:43,249.258,Hamlin & 7th St NE,Rhode Island Ave Metro,Subscriber
41952,10-01-2017 20:23,10-01-2017 20:27,267.04,3rd & H St NE,M St & Delaware Ave NE,Subscriber
111673,21-01-2017 19:03,21-01-2017 19:31,1682.568,10th St & Constitution Ave NW,34th & Water St NW,Subscriber
